year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,delays
2022,7,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",33,2,0,0,129,98,23,8,0,
2022,7,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",78,25,0,0,1664,887,52,224,0,
2022,7,9E,Endeavor Air Inc.,ACK,"Nantucket, MA: Nantucket Memorial",124,19,5,4,1523,388,35,511,0,
2022,7,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",67,10,0,1,657,103,82,93,25,
2022,7,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",174,30,1,0,2462,1686,310,139,0,
2022,7,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",114,16,5,0,1145,131,207,64,0,
2022,7,9E,,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2219,470,8,10,41843,18321,1554,7029,0,
2022,7,9E,,ATW,"Appleton, WI: Appleton International",17,3,0,0,73,43,0,30,0,
2022,7,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",37,4,3,0,301,279,22,0,0,
2022,7,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",59,13,7,0,630,195,20,321,0,
2022,7,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",70,10,0,1,477,392,64,15,0,
2022,7,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31,6,0,0,219,150,0,51,0,
2022,7,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",183,33,22,0,2615,633,22,974,0,
2022,7,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",54,12,8,0,724,151,283,217,0,
2022,7,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",26,5,0,0,122,48,0,48,0,
2022,7,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",214,56,23,0,3797,1286,302,1125,0,
2022,7,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",344,72,21,0,7217,3628,119,1011,0,
2022,7,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",88,13,0,1,846,276,136,40,0,
2022,7,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",176,31,14,0,1344,773,81,199,0,
2022,7,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",177,24,14,0,1433,758,105,345,0,
2022,7,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",111,21,11,0,1705,417,0,778,0,
2022,7,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",29,14,1,0,1218,60,506,282,0,
2022,7,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",116,30,0,1,1928,1076,17,347,0,
2022,7,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",139,31,5,1,1747,455,242,564,0,
2022,7,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",216,40,13,3,3671,909,104,647,0,
2022,7,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",96,15,0,0,913,558,27,84,0,
2022,7,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",379,64,33,0,5613,1445,392,777,0,
2022,7,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",291,67,28,0,4614,1740,276,1320,0,
2022,7,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",31,5,0,0,349,164,0,185,0,
2022,7,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",65,15,0,1,1027,381,2,312,0,
2022,7,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",87,12,0,0,611,431,9,66,0,
2022,7,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",555,96,33,0,7574,2371,168,2201,0,
2022,7,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",93,8,0,0,581,149,0,57,116,
2022,7,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",44,8,0,0,504,127,11,318,0,
2022,7,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",171,32,13,0,2403,1409,174,614,0,
2022,7,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",87,21,0,0,2058,1121,88,49,0,
2022,7,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",31,3,0,0,444,325,0,96,0,
2022,7,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",202,32,2,0,2151,859,0,292,0,
2022,7,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1392,216,14,2,19985,9908,453,1128,0,
2022,7,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",36,6,1,0,339,271,0,20,0,
2022,7,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",121,14,19,0,1353,84,147,980,0,
2022,7,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",36,4,0,0,149,37,0,112,0,
2022,7,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",33,6,0,0,701,185,0,0,0,
2022,7,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",1,0,0,0,0,0,0,0,0,
2022,7,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",31,5,1,0,495,114,0,33,0,
2022,7,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",78,19,12,0,1590,785,0,244,0,
2022,7,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",103,32,6,0,2288,802,191,382,0,
2022,7,9E,,GSP,"Greer, SC: Greenville-Spartanburg International",100,21,10,0,1485,350,27,214,0,
2022,7,9E,,GTR,"Columbus, MS: Golden Triangle Regional",83,20,1,0,1718,1079,16,154,0,
2022,7,9E,,HPN,"White Plains, NY: Westchester County",50,8,1,0,599,281,206,96,0,
2022,7,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",93,20,10,0,1092,487,0,372,0,
2022,7,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",120,38,6,0,1578,630,223,610,0,
2022,7,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",186,39,11,0,3776,1842,0,671,90,
2022,7,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",10,0,0,0,0,0,0,0,0,
2022,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2056,339,164,8,31737,11239,672,10642,0,
2022,7,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",70,4,0,0,622,600,0,14,0,
2022,7,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",71,22,0,0,1028,389,32,216,0,
2022,7,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",94,15,0,0,526,154,0,206,0,
2022,7,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3293,581,309,37,58135,18729,5108,19950,0,
2022,7,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",62,7,0,0,1065,870,0,54,0,
2022,7,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",36,6,2,0,1536,989,0,141,0,
2022,7,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",75,15,3,0,965,357,0,169,0,
2022,7,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",124,27,0,0,1952,1162,182,160,0,
2022,7,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",231,55,22,2,4947,1883,40,667,0,
2022,7,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",52,8,0,0,562,327,0,54,0,
2022,7,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",83,19,0,0,1126,594,0,85,0,
2022,7,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",107,31,0,1,1771,1139,53,218,0,
2022,7,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",79,15,9,0,1575,285,599,478,0,
2022,7,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",617,89,6,0,7483,3562,65,775,0,
2022,7,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",93,25,6,0,1748,425,0,816,0,
2022,7,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",52,15,0,0,1373,483,0,227,0,
2022,7,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",37,9,7,0,1563,608,507,272,0,
2022,7,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",91,13,6,0,796,112,0,457,0,
2022,7,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",284,47,21,1,4695,1499,16,1070,0,
2022,7,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",26,5,3,0,230,178,0,18,0,
2022,7,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",26,9,2,0,759,455,8,34,0,
2022,7,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",247,46,18,0,3435,776,179,963,0,
2022,7,9E,Endeavor Air Inc.,PVD,"Providence, RI: Theodore Francis Green State",126,15,6,0,1248,821,0,22,0,
2022,7,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",170,24,24,0,3801,1858,346,887,0,
2022,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",499,91,50,1,8063,3423,103,942,0,
2022,7,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",309,49,19,0,3715,1112,146,833,0,
2022,7,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",88,15,1,0,692,448,26,134,0,
2022,7,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",250,33,18,0,2607,1089,225,228,0,
2022,7,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",183,37,16,1,3838,564,118,717,0,
2022,7,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",8,2,0,0,32,0,0,32,0,
2022,7,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",95,17,0,0,560,172,22,211,0,
2022,7,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",140,18,19,0,1367,449,44,568,0,
2022,7,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",223,31,13,0,1586,792,0,148,0,
2022,7,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",149,19,0,0,1536,1023,48,185,0,
2022,7,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",103,12,2,0,818,477,52,166,0,
2022,7,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",218,45,8,2,3524,1020,29,576,0,
2022,7,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",87,19,0,0,886,339,187,109,0,
2022,7,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",111,15,1,0,951,538,115,167,0,
2022,7,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",249,92,2,0,6582,1807,8,388,0,
2022,7,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",79,32,3,0,2806,1036,181,120,19,
2022,7,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",93,25,0,1,2454,1089,0,309,0,
2022,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",524,212,11,0,15548,5336,946,1617,10,
2022,7,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1430,509,44,1,36903,15598,1131,6230,40,
2022,7,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",31,12,1,0,578,345,0,27,0,
2022,7,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",84,38,2,1,2180,595,332,199,0,
2022,7,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",384,137,13,0,9895,2877,681,624,12,
2022,7,AA,American Airlines Inc.,BGR,"Bangor, ME: Bangor International",62,18,2,0,1153,174,0,85,0,
2022,7,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",55,31,0,3,2140,629,52,301,6,
2022,7,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",519,197,18,0,14834,5910,520,1436,0,
2022,7,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",124,38,2,0,3107,1488,34,128,0,
2022,7,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1878,541,64,3,34789,11586,1681,6110,55,
2022,7,AA,American Airlines Inc.,BTV,"Burlington, VT: Burlington International",52,12,1,0,761,326,0,143,0,
2022,7,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",220,78,10,1,6215,2048,38,486,0,
2022,7,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",62,19,0,0,825,319,6,142,0,
2022,7,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",363,143,20,0,9553,2896,1072,1216,19,
2022,7,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",93,34,0,0,2097,871,0,238,0,
2022,7,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",397,139,18,2,11237,3919,819,1337,15,
2022,7,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",322,118,8,0,7214,2394,419,1312,67,
2022,7,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",9444,2481,385,51,201853,63845,18116,33829,189,
2022,7,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",289,106,3,1,7310,2484,746,739,0,
2022,7,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",93,26,0,0,1373,608,0,104,0,
2022,7,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",123,40,4,0,2190,655,0,224,17,
2022,7,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2398,730,131,12,52555,15174,3034,9222,45,
2022,7,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",727,257,21,8,15387,5754,575,3446,70,
2022,7,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12680,2875,298,30,259180,97890,12647,20655,393,
2022,7,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",180,62,7,0,4625,2009,117,315,8,
2022,7,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",331,114,11,0,7472,3351,415,577,26,
2022,7,AA,American Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",10,4,0,0,263,106,0,23,0,
2022,7,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",62,16,1,1,1959,818,9,214,0,
2022,7,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",140,57,5,0,4420,1615,12,288,0,
2022,7,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",64,25,0,0,2479,774,64,55,0,
2022,7,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",809,301,61,3,21462,6039,1241,4708,8,
2022,7,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",201,45,6,0,3388,1613,47,495,0,
2022,7,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",130,34,4,0,2564,1437,0,99,0,
2022,7,AA,American Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",72,22,0,1,1367,469,0,696,0,
2022,7,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",478,123,8,1,9932,3521,423,750,48,
2022,7,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",62,20,0,0,3160,1514,0,51,0,
2022,7,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",118,44,8,1,3883,1681,0,183,0,
2022,7,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",31,20,1,0,1545,171,285,85,0,
2022,7,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",61,25,2,0,1672,1120,0,107,0,
2022,7,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",217,29,0,1,1711,1172,0,118,0,
2022,7,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",123,47,8,1,2868,393,280,180,0,
2022,7,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",535,163,19,0,10992,4741,629,1104,0,
2022,7,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",110,41,3,0,4967,1985,9,107,0,
2022,7,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",98,48,5,1,3820,575,789,281,48,
2022,7,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",373,115,11,1,8340,2659,558,932,0,
2022,7,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",98,22,1,0,1742,896,40,171,0,
2022,7,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",369,155,12,5,9071,3530,212,1004,0,
2022,7,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1385,366,51,5,25924,10864,1151,5783,37,
2022,7,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",93,23,0,0,939,544,0,285,0,
2022,7,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1258,408,31,4,28483,11702,1068,5083,172,
2022,7,AA,,LAX,"Los Angeles, CA: Los Angeles International",2554,660,58,2,51172,18956,2540,6751,36,
2022,7,AA,,LGA,"New York, NY: LaGuardia",1863,580,143,21,40897,12446,1991,10902,118,
2022,7,AA,,LIH,"Lihue, HI: Lihue Airport",93,21,0,0,876,409,0,256,0,
2022,7,AA,,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",61,18,4,1,1435,240,327,65,25,
2022,7,AA,,MCI,"Kansas City, MO: Kansas City International",433,155,9,0,11161,5300,403,642,0,
2022,7,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1485,521,21,5,33769,9362,1636,8027,63,
2022,7,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",62,21,5,0,2451,1833,0,52,0,
2022,7,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",342,137,7,0,10429,4366,551,746,0,
2022,7,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",119,38,4,0,2302,1350,7,60,0,
2022,7,AA,American Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",62,24,4,0,1299,378,229,130,0,
2022,7,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4573,1155,137,15,91605,37673,5317,13138,114,
2022,7,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",173,72,5,1,4777,1581,284,321,2,
2022,7,AA,American Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",119,60,3,0,4727,1336,476,270,17,
2022,7,AA,American Airlines Inc.,MSO,"Missoula, MT: Missoula International",31,3,0,0,97,67,0,30,0,
2022,7,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",353,143,8,1,11676,4467,318,617,98,
2022,7,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",539,187,18,2,11000,3378,361,1866,29,
2022,7,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",31,2,1,0,94,94,0,0,0,
2022,7,AA,American Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",165,59,6,0,4410,1116,605,455,0,
2022,7,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",186,27,0,0,1762,627,0,292,0,
2022,7,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",155,51,0,0,3005,991,194,266,12,
2022,7,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",185,72,5,0,5185,1289,150,232,9,
2022,7,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",218,77,4,0,4490,1601,282,330,10,
2022,7,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4779,1284,202,17,118455,35507,6290,21294,208,
2022,7,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",212,79,7,1,4655,1371,413,557,9,
2022,7,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",345,108,10,0,7297,1715,740,1234,5,
2022,7,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",291,100,2,1,7850,3440,509,419,18,
2022,7,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",3117,702,97,2,55588,19976,3276,4941,65,
2022,7,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3846,901,74,25,84913,36925,2681,7032,240,
2022,7,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",444,154,14,0,9845,3675,422,1052,11,
2022,7,AA,American Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",135,62,3,0,5459,2366,261,653,7,
2022,7,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",62,22,1,0,1047,526,0,59,0,
2022,7,AA,American Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",166,67,14,0,5131,1323,381,337,0,
2022,7,AA,American Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",144,40,3,0,3182,883,76,239,0,
2022,7,AA,American Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",36,15,0,0,1070,321,0,219,0,
2022,7,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",829,295,27,6,21340,7305,894,2581,0,
2022,7,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",287,109,10,0,7163,2290,841,556,102,
2022,7,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",181,43,3,2,2180,1231,7,166,32,
2022,7,AA,American Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",67,25,3,0,2767,1685,119,122,0,
2022,7,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",416,131,15,0,8574,2865,630,1167,0,
2022,7,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",678,209,17,0,17066,7024,386,1200,29,
2022,7,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",502,162,11,0,10320,4061,522,780,37,
2022,7,AA,American Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",139,48,4,1,3691,887,405,583,0,
2022,7,AA,American Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",123,21,3,1,1202,654,0,46,0,
2022,7,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",87,30,11,0,2560,273,195,237,0,
2022,7,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",487,163,9,1,10316,4619,699,1164,19,
2022,7,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",866,290,32,1,17370,5790,776,2413,88,
2022,7,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",124,39,1,0,2474,1248,0,99,0,
2022,7,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",418,115,3,1,8822,3938,336,1535,48,
2022,7,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",279,113,8,2,8690,3485,211,680,0,
2022,7,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",216,82,5,0,6781,3062,190,507,0,
2022,7,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",538,120,10,1,8088,3119,121,923,92,
2022,7,AA,American Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",155,49,6,1,2659,858,35,569,0,
2022,7,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",584,206,30,2,16746,6891,774,1809,31,
2022,7,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",187,40,3,3,2071,817,31,712,4,
2022,7,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",67,17,0,0,741,209,2,13,0,
2022,7,AA,American Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",136,62,4,0,3566,1396,59,501,11,
2022,7,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",1003,353,23,8,24018,8400,1020,3180,16,
2022,7,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",203,71,2,0,3982,1269,175,687,0,
2022,7,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",248,64,12,0,3996,1662,24,392,0,
2022,7,AA,American Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",201,62,10,0,4777,1636,246,361,0,
2022,7,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",31,5,1,0,307,216,0,91,0,
2022,7,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",49,9,0,1,220,56,0,93,0,
2022,7,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,1,0,0,235,222,0,13,0,
2022,7,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",124,14,4,1,825,143,267,161,0,
2022,7,AS,Alaska Airlines Inc.,AKN,"King Salmon, AK: King Salmon Airport",72,17,0,0,760,300,85,336,0,
2022,7,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1568,356,18,3,17886,5637,0,3515,3551,
2022,7,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",123,12,0,0,663,478,0,169,0,
2022,7,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",256,53,0,0,2146,1010,0,794,0,
2022,7,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",62,10,0,0,376,142,0,91,0,
2022,7,AS,Alaska Airlines Inc.,BNA,"Nashville, TN: Nashville International",59,12,0,0,328,94,0,96,0,
2022,7,AS,Alaska Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",61,15,0,0,785,582,0,105,0,
2022,7,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",208,24,0,0,1257,406,155,486,0,
2022,7,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",31,11,3,4,358,160,17,66,0,
