year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,delays
2022,7,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",85,25,1,1,1316,934,32,195,0,
2022,7,DL,Delta Air Lines Inc.,HPN,"White Plains, NY: Westchester County",60,8,1,0,417,274,0,69,0,
2022,7,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",176,39,2,0,2351,1070,0,311,0,
2022,7,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",224,33,3,1,2002,651,0,544,0,
2022,7,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",572,119,7,0,7965,4741,368,718,0,
2022,7,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",93,21,1,0,1143,822,109,84,0,
2022,7,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",51,7,1,1,263,77,0,71,0,
2022,7,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",281,76,1,0,3606,2677,122,348,0,
2022,7,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",129,20,0,1,1297,737,106,95,0,
2022,7,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",174,28,0,0,2906,2523,39,121,0,
2022,7,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",405,114,2,0,7945,5633,266,848,0,
2022,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2318,515,50,10,41027,21033,621,8859,76,
2022,7,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",31,6,0,3,135,118,0,17,0,
2022,7,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",54,4,0,0,297,219,0,0,0,
2022,7,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1223,229,13,5,14241,8223,480,3220,0,
2022,7,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2934,488,26,1,38128,20967,842,3984,0,
2022,7,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",122,26,0,0,1243,421,161,274,0,
2022,7,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2139,465,55,26,39047,15432,1407,10645,26,
2022,7,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",54,7,0,0,482,65,0,19,0,
2022,7,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",175,51,4,0,2981,2101,139,158,0,
2022,7,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",432,73,4,0,4610,2805,94,364,0,
2022,7,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1639,438,20,4,28585,15252,1417,5724,104,
2022,7,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",83,8,1,0,363,259,15,40,0,
2022,7,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",88,27,5,0,1314,928,0,298,0,
2022,7,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",289,70,3,0,4172,2785,243,233,0,
2022,7,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",686,158,15,3,9117,4254,735,1632,0,
2022,7,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",238,58,5,0,4234,2685,192,402,0,
2022,7,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",101,16,0,0,556,285,12,79,0,
2022,7,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",31,10,0,0,998,684,0,11,0,
2022,7,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",185,50,2,1,2445,1120,98,147,0,
2022,7,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",52,9,0,0,977,855,17,22,0,
2022,7,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5115,724,29,4,56603,33054,1987,6159,138,
2022,7,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",533,112,8,1,7862,4050,177,828,0,
2022,7,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",183,37,0,0,2599,1541,447,117,0,
2022,7,DL,Delta Air Lines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",31,6,1,0,289,167,0,55,0,
2022,7,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",63,4,0,0,1473,1473,0,0,0,
2022,7,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",89,12,0,0,2863,2791,0,34,0,
2022,7,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",145,33,0,0,2892,2238,66,155,0,
2022,7,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",144,32,2,0,2006,1135,32,231,0,
2022,7,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",131,28,2,1,2376,2005,29,142,0,
2022,7,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",856,195,8,4,15926,7762,590,3206,19,
2022,7,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",232,62,3,0,4027,2496,157,482,0,
2022,7,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",544,144,7,0,8717,4225,1082,1397,0,
2022,7,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",728,112,9,0,8475,6217,140,534,0,
2022,7,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",403,71,3,0,3653,2007,215,445,0,
2022,7,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",722,129,5,5,6516,3179,156,1388,0,
2022,7,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",166,61,4,0,3747,2488,14,346,0,
2022,7,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",231,61,1,0,3300,1716,490,175,0,
2022,7,DL,Delta Air Lines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",21,7,0,0,329,266,0,2,0,
2022,7,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",111,28,2,0,1240,769,59,205,0,
2022,7,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",155,28,1,0,1483,938,0,190,0,
2022,7,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",948,215,5,3,16065,8401,878,2532,0,
2022,7,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",179,48,2,0,3072,1909,55,181,0,
2022,7,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",30,2,0,0,39,22,0,0,0,
2022,7,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",31,8,0,0,651,529,0,49,0,
2022,7,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",90,30,1,1,2083,1214,217,295,0,
2022,7,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",553,110,6,0,7012,3221,1236,915,0,
2022,7,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",773,111,9,3,9621,7367,139,542,0,
2022,7,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",437,84,5,0,5075,3119,204,347,0,
2022,7,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",264,82,5,1,4063,2050,49,926,0,
2022,7,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",207,34,1,0,2221,1513,113,310,0,
2022,7,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2727,393,34,3,35042,21618,790,2588,0,
2022,7,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",937,141,13,1,8034,4311,350,771,0,
2022,7,DL,Delta Air Lines Inc.,SGF,"Springfield, MO: Springfield-Branson National",39,4,0,0,90,32,0,31,0,
2022,7,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",177,23,2,0,2131,873,128,143,0,
2022,7,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",131,21,0,0,1055,574,82,161,0,
2022,7,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4306,569,35,5,46056,21854,1226,3378,24,
2022,7,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",364,58,2,0,4428,2199,1122,299,0,
2022,7,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",429,83,6,0,4876,2904,241,557,0,
2022,7,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",210,48,3,1,2423,1347,243,233,0,
2022,7,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",353,85,3,0,5503,3551,31,559,0,
2022,7,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",77,21,0,1,733,289,60,295,0,
2022,7,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",5,2,0,0,49,0,0,49,0,
2022,7,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",90,25,1,0,1435,940,10,114,0,
2022,7,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",153,34,0,0,2058,1298,77,200,0,
2022,7,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",1023,228,15,5,13814,7701,517,2397,0,
2022,7,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",114,15,0,0,890,443,106,89,0,
2022,7,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",89,13,3,0,965,861,0,54,0,
2022,7,DL,Delta Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital",45,4,1,0,331,192,0,7,0,
2022,7,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",142,37,0,0,2727,1824,62,315,0,
2022,7,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",182,42,1,0,2732,1587,129,423,0,
2022,7,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",31,3,0,0,184,47,0,48,0,
2022,7,F9,Frontier Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",9,5,1,0,210,51,0,56,0,
2022,7,F9,Frontier Airlines Inc.,ALB,"Albany, NY: Albany International",40,9,0,0,814,459,29,71,0,
2022,7,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",752,256,16,1,15841,3328,630,4199,0,
2022,7,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",31,7,0,0,475,79,0,246,0,
2022,7,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",142,45,0,0,2726,1029,219,750,0,
2022,7,F9,Frontier Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",9,5,0,0,295,149,0,93,0,
2022,7,F9,Frontier Airlines Inc.,BKG,"Branson, MO: Branson Airport",18,6,0,0,287,26,77,125,0,
2022,7,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",13,0,0,0,0,0,0,0,0,
2022,7,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",84,24,0,0,1183,392,48,363,0,
2022,7,F9,Frontier Airlines Inc.,BOS,"Boston, MA: Logan International",31,8,1,0,778,249,0,147,0,
2022,7,F9,Frontier Airlines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",18,8,0,0,927,289,0,487,0,
2022,7,F9,Frontier Airlines Inc.,BTV,"Burlington, VT: Burlington International",9,0,0,0,0,0,0,0,0,
2022,7,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",120,28,0,0,2926,825,112,1269,0,
2022,7,F9,Frontier Airlines Inc.,BUR,"Burbank, CA: Bob Hope",19,0,1,0,0,0,0,0,0,
2022,7,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",122,46,3,0,2893,815,173,1160,0,
2022,7,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",12,5,0,0,406,328,0,78,0,
2022,7,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",22,2,0,0,107,14,0,18,0,
2022,7,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",260,78,3,0,4648,1316,229,1266,0,
2022,7,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",137,54,4,0,3174,1374,98,888,0,
2022,7,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",30,5,0,0,163,48,0,97,0,
2022,7,F9,Frontier Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",41,13,2,0,1043,118,0,187,0,
2022,7,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",286,86,0,1,6226,2198,239,1303,0,
2022,7,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",93,18,0,1,943,418,29,115,0,
2022,7,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1954,392,17,2,33142,10110,2938,7221,0,
2022,7,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",401,92,1,1,8533,4547,27,1965,0,
2022,7,F9,Frontier Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",18,3,0,0,468,8,384,76,0,
2022,7,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",26,4,0,0,215,140,0,72,0,
2022,7,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",105,22,1,0,1579,871,27,161,0,
2022,7,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",32,6,0,0,317,126,0,53,0,
2022,7,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",23,4,0,0,177,92,36,7,0,
2022,7,F9,Frontier Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",9,1,0,0,30,0,0,30,0,
2022,7,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",114,35,1,0,2689,958,8,653,0,
2022,7,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",26,8,0,0,454,175,0,114,0,
2022,7,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",9,1,2,0,21,0,10,11,0,
2022,7,F9,Frontier Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",8,0,0,0,0,0,0,0,0,
2022,7,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",13,4,0,0,200,38,0,86,0,
2022,7,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",34,6,0,0,306,252,0,36,0,
2022,7,F9,Frontier Airlines Inc.,HOU,"Houston, TX: William P Hobby",36,16,1,0,870,397,0,395,0,
2022,7,F9,Frontier Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",11,1,0,0,24,0,0,24,0,
2022,7,F9,Frontier Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",9,3,0,0,98,69,0,29,0,
2022,7,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",97,26,1,0,2135,1422,0,407,0,
2022,7,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",57,14,1,0,1188,745,29,179,0,
2022,7,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",137,38,1,0,3716,2282,212,596,0,
2022,7,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",44,8,0,0,451,85,0,19,0,
2022,7,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1352,406,18,3,33153,9044,1522,9487,0,
2022,7,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",91,44,3,0,3374,1114,168,1532,0,
2022,7,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",22,3,1,0,125,8,0,30,0,
2022,7,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",34,9,2,0,528,142,0,119,0,
2022,7,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1423,422,13,16,33114,12208,265,7536,0,
2022,7,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",9,1,0,0,63,63,0,0,0,
2022,7,F9,Frontier Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",235,55,4,2,2655,711,38,1180,0,
2022,7,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",35,11,0,0,601,102,0,266,0,
2022,7,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",223,61,2,1,4316,1201,119,529,0,
2022,7,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",31,9,0,0,924,68,304,222,0,
2022,7,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",18,1,0,0,19,8,0,11,0,
2022,7,F9,Frontier Airlines Inc.,MSO,"Missoula, MT: Missoula International",9,2,0,0,85,85,0,0,0,
2022,7,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",36,6,0,0,372,101,111,60,0,
2022,7,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",92,22,1,0,1183,221,118,497,0,
2022,7,F9,Frontier Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",31,9,0,0,744,241,0,87,0,
2022,7,F9,Frontier Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",48,7,0,0,278,81,0,169,0,
2022,7,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",22,4,0,0,237,113,0,75,0,
2022,7,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",31,2,1,0,245,93,44,108,0,
2022,7,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",156,42,0,0,2366,1141,290,595,0,
2022,7,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",31,6,0,0,387,125,0,262,0,
2022,7,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",60,13,1,0,948,436,104,169,0,
2022,7,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",18,4,0,0,404,65,0,290,0,
2022,7,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",52,10,1,0,688,304,0,69,0,
2022,7,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",827,209,11,0,16285,4196,1277,2423,0,
2022,7,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",341,75,1,0,5313,1587,278,1322,0,
2022,7,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",13,1,0,0,78,0,0,8,0,
2022,7,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",17,1,0,0,20,0,0,20,0,
2022,7,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",48,12,0,0,490,52,1,65,0,
2022,7,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",26,5,1,1,177,40,0,16,0,
2022,7,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",401,100,6,0,9059,1818,156,2417,0,
2022,7,F9,Frontier Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",14,2,0,0,53,27,0,26,0,
2022,7,F9,Frontier Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",26,4,0,0,289,16,0,63,0,
2022,7,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",104,29,3,1,1451,249,70,677,0,
2022,7,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",164,33,2,0,1550,775,0,434,0,
2022,7,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",91,24,1,0,1340,432,23,368,0,
2022,7,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",9,1,0,0,30,0,0,30,0,
2022,7,F9,Frontier Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",9,1,0,0,34,34,0,0,0,
2022,7,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",39,6,0,0,284,55,4,109,0,
2022,7,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",172,30,0,1,4146,1927,16,332,0,
2022,7,F9,Frontier Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",305,97,0,1,5981,1823,508,1729,0,
2022,7,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",92,20,2,0,1547,576,60,345,0,
2022,7,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",40,10,0,0,397,86,0,92,0,
2022,7,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",93,23,1,0,968,264,69,383,0,
2022,7,F9,Frontier Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",9,0,1,0,0,0,0,0,0,
2022,7,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",111,37,4,0,2360,1044,135,566,0,
2022,7,F9,Frontier Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",18,3,0,0,214,32,0,182,0,
2022,7,F9,Frontier Airlines Inc.,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",48,9,1,0,393,138,34,153,0,
2022,7,F9,Frontier Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",44,7,0,0,564,343,0,125,0,
2022,7,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",369,106,5,1,8584,2555,227,1961,0,
2022,7,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",179,50,2,0,3604,1247,263,681,0,
2022,7,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",19,4,0,0,137,22,0,17,0,
2022,7,F9,Frontier Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",27,6,0,0,482,77,0,94,0,
2022,7,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",174,68,1,1,4858,957,556,731,0,
2022,7,G4,Allegiant Air,ALB,"Albany, NY: Albany International",52,14,2,0,712,226,16,60,0,
2022,7,G4,Allegiant Air,AMA,"Amarillo, TX: Rick Husband Amarillo International",9,2,0,0,133,83,0,50,0,
2022,7,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",107,49,2,0,2932,298,219,577,0,
2022,7,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",176,60,3,0,4524,2306,49,379,14,
2022,7,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",278,96,5,2,5687,1455,440,1082,0,
2022,7,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",446,133,3,1,9530,3397,320,1246,33,
2022,7,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",33,6,0,0,523,186,232,82,0,
2022,7,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",19,6,0,0,358,129,0,92,11,
2022,7,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",31,13,0,0,855,277,33,220,0,
2022,7,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",93,22,2,0,1344,29,395,195,12,
2022,7,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB/MidAmerica",158,53,1,1,4404,1247,993,470,39,
2022,7,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",33,7,0,0,549,349,103,77,0,
2022,7,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",278,148,6,1,11492,3522,185,1904,0,
2022,7,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",29,5,1,0,262,171,0,52,0,
2022,7,G4,Allegiant Air,BOS,"Boston, MA: Logan International",81,17,1,0,959,323,0,573,0,
2022,7,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",32,7,2,0,685,0,17,243,0,
2022,7,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",46,22,0,0,1077,213,133,369,0,
2022,7,G4,Allegiant Air,CAK,"Akron, OH: Akron-Canton Regional",50,12,1,1,856,423,93,105,0,
2022,7,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",18,14,0,0,978,124,320,169,0,
2022,7,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",42,23,0,0,1130,76,100,301,0,
2022,7,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",92,19,0,0,1098,606,84,183,0,
2022,7,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",36,10,0,0,622,124,314,48,0,
2022,7,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",430,222,11,2,19425,4925,1121,3206,37,
2022,7,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",30,9,0,0,501,95,127,84,0,
2022,7,G4,Allegiant Air,DEN,"Denver, CO: Denver International",54,13,1,0,732,108,194,145,0,
2022,7,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",203,79,1,0,3696,1190,153,524,10,
2022,7,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",23,6,0,0,468,45,163,26,0,
2022,7,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",10,5,0,0,1651,1456,0,46,0,
2022,7,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",54,16,3,0,579,247,15,181,0,
2022,7,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",18,4,0,0,263,117,3,64,0,
2022,7,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",77,21,2,0,807,606,14,187,0,
2022,7,G4,Allegiant Air,EYW,"Key West, FL: Key West International",59,10,1,0,362,109,0,222,0,
2022,7,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",55,10,1,0,534,354,69,98,0,
2022,7,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",61,27,2,0,2015,1096,138,357,0,
2022,7,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",36,9,0,0,856,183,185,179,0,
2022,7,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",304,126,5,1,10709,4345,259,1481,54,
2022,7,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",111,56,2,0,4157,616,638,527,0,
